arabidopsis_thaliana	populus_trichocarpa
AT2G31510	Potri.017G032000
AT2G31780	Potri.002G131300
AT5G66530	Potri.007G023200
AT5G45790	Potri.016G030300
AT3G20155	Potri.001G366600
AT5G66370	Potri.005G103500
AT4G31720	Potri.018G013300
AT5G55640	Potri.001G367200
AT1G64355	Potri.003G138500
AT4G03180	Potri.014G134700
AT5G63510	Potri.015G098600
AT5G57140	Potri.006G074500
AT2G25800	Potri.018G044200
AT2G33420	Potri.010G068000
AT3G29030	Potri.017G085300
AT5G56320	Potri.013G060800
AT1G20190	Potri.005G244100
AT4G01630	Potri.002G184700
AT5G05290	Potri.019G057500
AT4G38210	Potri.009G169500
AT5G39310	Potri.017G092700
AT2G28950	Potri.010G202500
AT1G74900	Potri.015G070200
AT5G43600	Potri.010G076100
AT1G67180	Potri.004G106000
AT4G19003	Potri.001G135700
AT2G01490	Potri.006G222800
AT3G08980	Potri.016G115100
AT3G02710	Potri.004G076600
AT2G15820	Potri.009G106800
AT2G13840	Potri.001G206400
AT4G00560	Potri.014G079700
AT3G57280	Potri.003G094300
AT1G27900	Potri.010G057200
AT5G51010	Potri.015G108100
AT5G61710	Potri.014G123500
AT4G15510	Potri.013G006500
AT1G63245	Potri.015G139966
AT5G45420	Potri.001G147000
AT3G33520	Potri.018G128300
AT5G23240	Potri.007G072600
AT5G11680	Potri.003G158200
AT4G14310	Potri.010G069200
AT2G41120	Potri.006G025200
AT3G02660	Potri.014G140400
AT4G32990	Potri.002G212800
AT5G19540	Potri.018G080900
AT3G17340	Potri.010G152700
AT3G15620	Potri.003G060000
AT3G10130	Potri.016G098500
AT1G12800	Potri.003G124200
AT2G05620	Potri.010G066900
AT4G37920	Potri.007G000400
AT4G37608	Potri.009G004400
AT5G35620	Potri.010G066700
AT5G58020	Potri.018G109800
AT1G06050	Potri.017G027700
AT3G59490	Potri.017G028900
AT2G46900	Potri.014G109500
AT4G26555	Potri.001G467100
AT5G24300	Potri.015G012400
AT1G15980	Potri.001G044300
AT1G75140	Potri.014G180900
AT4G31270	Potri.018G002801
AT1G21090	Potri.005G192800
AT4G39900	Potri.007G093200
AT1G64640	Potri.001G085100
AT4G38640	Potri.009G132900
AT5G19180	Potri.010G031900
AT3G01800	Potri.001G333700
AT2G40316	Potri.008G073200
AT5G66490	Potri.007G022300
AT5G47660	Potri.016G005900
AT3G52390	Potri.016G068400
AT5G27560	Potri.013G020800
AT5G67260	Potri.007G048300
AT4G34160	Potri.009G097800
AT5G04530	Potri.019G091600
AT5G41760	Potri.003G136800
AT4G32930	Potri.006G233500
AT3G18110	Potri.017G036400
AT1G22850	Potri.019G071900
AT3G15180	Potri.001G396500
AT5G19950	Potri.018G073100
AT3G60080	Potri.001G231000
AT3G24010	Potri.003G174000
AT2G02170	Potri.010G098000
AT1G09660	Potri.004G225900
AT4G02790	Potri.005G209900
AT2G28355	Potri.017G098750
AT5G43190	Potri.014G016200
AT3G10150	Potri.016G042500
AT3G02060	Potri.014G145000
AT1G30960	Potri.001G160800
AT4G30950	Potri.018G107700
AT1G77220	Potri.005G188200
AT5G18790	Potri.010G025900
AT2G46640	Potri.014G102600
AT5G13470	Potri.003G203900
AT2G35470	Potri.003G095500
AT1G74640	Potri.017G115100
AT1G01970	Potri.014G070500
AT1G25260	Potri.011G156300
AT3G17030	Potri.010G144400
AT2G42120	Potri.016G045800
AT5G55840	Potri.001G368700
AT3G05070	Potri.017G154100
AT3G52230	Potri.010G233400
AT1G05055	Potri.004G113700
AT5G60700	Potri.009G010900
AT4G30930	Potri.015G095700
AT3G19870	Potri.008G085300
AT2G18410	Potri.017G115566
AT1G11430	Potri.011G032900
AT3G25180	Potri.013G125300
AT1G77470	Potri.002G081200
AT1G17330	Potri.007G072000
AT1G80980	Potri.003G180500
AT2G35640	Potri.012G117500
AT5G45760	Potri.011G069700
AT2G42220	Potri.006G059200
AT5G23060	Potri.015G052200
AT1G27060	Potri.015G107000
AT1G80630	Potri.003G179100
AT3G32930	Potri.003G216700
AT2G41450	Potri.006G045100
AT1G65070	Potri.004G041900
AT2G31240	Potri.005G222900
AT2G20725	Potri.019G101100
AT4G05150	Potri.011G041100
AT5G63310	Potri.012G093800
AT4G25830	Potri.018G094500
AT5G19930	Potri.018G073000
AT1G79120	Potri.001G439100
AT4G23840	Potri.001G092000
AT5G54830	Potri.018G021000
AT5G65110	Potri.007G090400
AT4G21520	Potri.011G043000
AT1G68220	Potri.010G120500
AT1G54990	Potri.013G021500
AT1G26460	Potri.010G159100
AT1G60660	Potri.018G087600
AT3G17590	Potri.010G004100
AT3G15520	Potri.001G404700
AT4G10170	Potri.013G094900
AT2G31340	Potri.002G224300
AT4G26810	Potri.015G137600
AT3G56430	Potri.019G062200
AT2G18220	Potri.003G213601
AT3G15840	Potri.001G204300
AT1G01860	Potri.014G077100
AT1G11900	Potri.009G067400
AT2G18240	Potri.005G228900
AT2G23310	Potri.007G047800
AT4G39220	Potri.009G118500
AT2G03430	Potri.010G161300
AT4G27600	Potri.013G078600
AT1G51310	Potri.001G259000
AT1G52760	Potri.003G059200
AT4G15563	Potri.008G204800
AT4G16450	Potri.016G009600
AT4G20090	Potri.003G154800
AT5G48530	Potri.007G083100
AT5G22320	Potri.004G199200
AT1G77660	Potri.005G175800
AT4G34700	Potri.009G124600
AT1G12520	Potri.003G118400
AT3G27340	Potri.001G336600
AT5G23420	Potri.007G000900
AT1G19140	Potri.006G139800
AT5G57400	Potri.018G091900
AT5G06240	Potri.016G074700
AT1G63310	Potri.011G149100
AT5G42200	Potri.005G244500
AT3G10060	Potri.016G096600
AT1G08830	Potri.013G031100
AT4G05390	Potri.001G371900
AT1G68100	Potri.008G139900
AT3G56390	Potri.019G059300
AT1G27990	Potri.003G168400
AT4G21720	Potri.004G041700
AT4G14965	Potri.016G022700
AT1G12370	Potri.001G116800
AT1G16430	Potri.008G080700
AT2G28330	Potri.016G142100
AT4G40042	Potri.010G059300
AT1G08530	Potri.019G030400
AT5G55290	Potri.011G092600
AT4G10330	Potri.019G063300
AT2G15890	Potri.009G108200
AT3G57910	Potri.016G048600
AT1G69400	Potri.010G162700
AT3G18420	Potri.010G098500
AT1G18850	Potri.015G064300
AT1G01500	Potri.014G089600
AT2G27290	Potri.009G161800
AT5G65490	Potri.006G134400
AT1G30580	Potri.011G164000
AT3G17170	Potri.008G101900
AT5G11450	Potri.006G246500
AT2G35290	Potri.003G091400
AT5G16690	Potri.013G077200
AT4G15840	Potri.010G014000
AT4G03960	Potri.011G021100
AT2G32960	Potri.014G159100
AT5G16480	Potri.013G086500
AT1G70570	Potri.010G044900
AT5G49170	Potri.010G010600
AT4G15790	Potri.010G024600
AT4G33060	Potri.006G225201
AT1G65230	Potri.013G085300
AT5G20120	Potri.018G066700
AT3G24590	Potri.018G081800
AT3G05345	Potri.013G021000
AT5G01980	Potri.016G141600
AT3G12890	Potri.007G066800
AT1G60750	Potri.014G147700
AT5G45520	Potri.019G036900
AT1G06730	Potri.005G220400
AT1G75350	Potri.002G033300
AT3G59810	Potri.010G178700
AT1G08500	Potri.009G067300
AT1G01930	Potri.002G149800
AT5G47630	Potri.016G006300
AT1G60770	Potri.018G079600
AT2G20330	Potri.014G193500
AT3G24430	Potri.018G076600
AT2G01100	Potri.008G126800
AT5G04190	Potri.007G074056
AT1G65270	Potri.019G055100
AT3G60680	Potri.014G066600
AT4G00140	Potri.014G060700
AT5G17610	Potri.013G073100
AT5G12410	Potri.009G049700
AT3G17830	Potri.015G035300
AT3G63540	Potri.009G062500
AT5G62220	Potri.015G132600
AT1G69910	Potri.010G035300
AT5G50375	Potri.015G093500
AT3G48810	Potri.008G102100
AT5G57590	Potri.006G170400
AT4G09900	Potri.019G077400
AT5G53860	Potri.011G118000
AT5G26880	Potri.009G064500
AT4G22560	Potri.003G111800
AT2G33220	Potri.003G173800
AT4G13010	Potri.001G452600
AT5G20140	Potri.018G073501
AT1G06510	Potri.005G203100
AT1G64510	Potri.001G088300
AT2G44920	Potri.010G200000
AT1G32370	Potri.001G145500
AT2G35490	Potri.003G095900
AT1G63270	Potri.018G110200
AT1G61520	Potri.014G172400
AT4G27390	Potri.001G405800
AT5G66180	Potri.007G056800
AT3G09890	Potri.016G097900
AT1G32460	Potri.014G179200
AT5G45590	Potri.003G099900
AT2G44760	Potri.002G138600
AT4G01730	Potri.014G112000
AT1G05430	Potri.010G086300
AT5G23300	Potri.007G074201
AT1G74240	Potri.012G066000
AT3G16565	Potri.010G024900
AT4G40020	Potri.007G096600
AT1G10586	Potri.015G074500
AT1G08640	Potri.019G018300
AT2G21710	Potri.009G116200
AT3G06730	Potri.001G028500
AT3G62000	Potri.002G183600
AT1G52640	Potri.004G102700
AT5G47090	Potri.001G149800
AT5G39980	Potri.017G075700
AT4G19100	Potri.001G132001
AT1G18480	Potri.013G127500
AT3G57600	Potri.016G053200
AT1G45010	Potri.005G231600
AT2G20360	Potri.014G193300
AT1G02420	Potri.007G079400
AT4G28210	Potri.013G146900
AT2G35410	Potri.001G141300
AT5G51610	Potri.011G150700
AT4G29830	Potri.006G145800
AT5G47790	Potri.016G003800
AT2G36895	Potri.016G099300
AT1G50430	Potri.010G253200
AT3G01960	Potri.017G065916
AT4G27030	Potri.001G424700
AT4G11690	Potri.017G131600
AT1G08520	Potri.009G049400
AT1G11840	Potri.004G013200
AT5G19960	Potri.018G074100
AT5G23940	Potri.015G147300
AT4G18460	Potri.011G062200
AT5G05370	Potri.019G132000
AT2G43420	Potri.007G131200
AT3G06790	Potri.010G007200
AT4G10130	Potri.014G032000
AT5G48390	Potri.014G175350
AT3G51500	Potri.011G146400
AT5G39250	Potri.017G092800
AT5G48420	Potri.009G121700
AT3G55520	Potri.010G201600
AT1G26330	Potri.008G097700
AT1G68185	Potri.010G118900
AT4G39740	Potri.007G091300
AT5G14020	Potri.017G062000
AT5G52960	Potri.016G123100
AT5G28390	Potri.016G079200
AT3G46730	Potri.003G150200
AT1G01080	Potri.014G105800
AT3G50690	Potri.007G027500
AT3G19630	Potri.001G294900
AT4G22758	Potri.003G116200
AT4G10620	Potri.001G010400
AT2G37500	Potri.012G115900
AT5G47680	Potri.016G005500
AT2G17250	Potri.009G168100
AT5G17630	Potri.013G071900
AT2G14820	Potri.009G089500
AT3G48770	Potri.015G103100
AT3G53220	Potri.006G123100
AT3G55420	Potri.010G203900
AT2G43640	Potri.013G125200
AT3G26360	Potri.010G048600
AT2G31945	Potri.009G024300
AT2G18710	Potri.018G097500
AT3G25805	Potri.010G127200
AT5G21170	Potri.009G021600
AT5G43280	Potri.003G166700
AT2G04620	Potri.005G110300
AT5G42760	Potri.002G260300
AT3G11900	Potri.016G064500
AT2G17710	Potri.005G107900
AT5G47635	Potri.016G006200
AT1G04900	Potri.001G314700
AT1G74970	Potri.014G039600
AT5G57450	Potri.018G093100
AT4G16210	Potri.010G146400
AT5G49010	Potri.010G147050
AT1G44575	Potri.002G083500
AT2G04340	Potri.014G169500
AT5G26760	Potri.015G010900
AT1G31170	Potri.015G124601
AT2G35790	Potri.010G219400
AT3G26580	Potri.013G090000
AT5G45160	Potri.015G112700
AT5G14100	Potri.017G067804
AT5G51960	Potri.010G217300
AT5G63460	Potri.015G094600
AT4G10000	Potri.013G102000
AT3G15190	Potri.001G396600
AT4G04930	Potri.011G050800
AT5G64380	Potri.017G042900
AT1G21350	Potri.002G071000
AT3G20010	Potri.007G000700
AT1G11800	Potri.004G010900
AT1G61770	Potri.004G022600
AT3G13882	Potri.003G041100
AT4G10100	Potri.019G070801
AT2G35360	Potri.003G089400
AT1G29850	Potri.001G352600
AT1G30380	Potri.018G027600
AT1G18440	Potri.012G061100
AT3G13740	Potri.003G038400
AT1G66520	Potri.017G123300
AT5G40660	Potri.001G338200
AT5G17560	Potri.013G074100
AT3G52360	Potri.016G066200
AT5G65340	Potri.005G259300
AT2G25625	Potri.006G248300
AT3G15080	Potri.001G373500
AT4G28830	Potri.018G083800
AT2G31890	Potri.017G001600
AT5G38650	Potri.017G111900
AT5G57860	Potri.006G181400
AT1G72170	Potri.019G079101
AT3G07860	Potri.002G015002
AT1G15220	Potri.003G052000
AT3G19810	Potri.010G170100
AT1G53140	Potri.011G118500
AT5G12320	Potri.009G070700
AT1G71970	Potri.019G082866
AT1G64350	Potri.003G138300
AT5G64730	Potri.001G306500
AT1G69430	Potri.010G163400
AT5G58030	Potri.006G187300
AT4G29070	Potri.001G275300
AT1G18560	Potri.012G059200
AT4G16570	Potri.003G076500
AT3G15200	Potri.011G115500
AT2G15620	Potri.004G140800
AT3G12260	Potri.001G029900
AT3G62140	Potri.014G112900
AT4G11120	Potri.014G172300
AT3G16010	Potri.001G180000
AT5G02370	Potri.006G085300
AT2G20940	Potri.009G136100
AT2G34500	Potri.004G131700
AT5G62270	Potri.017G017901
AT3G17910	Potri.012G045200
AT5G07900	Potri.015G038500
AT1G26550	Potri.008G089900
AT1G68590	Potri.010G127300
AT5G15760	Potri.004G101000
AT3G42630	Potri.018G146900
AT3G56870	Potri.014G181200
AT1G74030	Potri.012G057500
AT5G57040	Potri.018G056200
AT5G03070	Potri.016G086600
AT5G06430	Potri.014G035300
AT1G60460	Potri.010G041900
AT1G04650	Potri.003G175300
AT4G26410	Potri.001G001300
AT5G17660	Potri.013G070800
AT5G37480	Potri.013G065200
AT5G01470	Potri.006G100100
AT1G77230	Potri.005G184001
AT5G40160	Potri.001G295200
AT4G36650	Potri.007G027600
AT1G30000	Potri.004G132300
AT5G54760	Potri.011G134700
AT4G11653	Potri.019G102400
AT4G24440	Potri.005G151700
AT4G37445	Potri.007G051200
AT1G73740	Potri.012G053600
AT1G76405	Potri.005G255100
AT4G00420	Potri.003G179700
AT4G21320	Potri.011G031600
AT5G62950	Potri.005G067600
AT2G45130	Potri.014G061400
AT4G13220	Potri.002G251800
AT5G49550	Potri.017G106200
AT1G48460	Potri.014G038800
AT4G14145	Potri.010G223700
AT5G46420	Potri.001G353800
AT1G80510	Potri.003G011900
AT4G08555	Potri.017G035600
AT1G55280	Potri.003G218100
AT2G20840	Potri.019G104000
AT5G53930	Potri.011G115900
AT5G52545	Potri.004G079400
AT5G26640	Potri.017G037701
AT2G26460	Potri.018G064100
AT1G05720	Potri.019G112100
AT5G51110	Potri.015G110500
AT3G04560	Potri.013G044600
AT1G04640	Potri.001G014000
AT2G20815	Potri.013G146100
AT3G12930	Potri.011G142900
AT2G31840	Potri.007G145700
AT3G17520	Potri.010G002600
AT5G38660	Potri.017G112700
AT5G43050	Potri.012G134700
AT1G07700	Potri.014G029200
AT3G01920	Potri.001G330100
AT3G01360	Potri.005G122800
AT3G07870	Potri.014G162600
AT5G02120	Potri.006G088200
AT1G06210	Potri.005G225000
AT2G04700	Potri.001G350900
AT5G05250	Potri.019G058000
AT1G12770	Potri.003G123600
AT4G27990	Potri.002G250200
AT3G56650	Potri.006G034300
AT4G34590	Potri.009G119700
AT2G18160	Potri.007G019900
AT5G08400	Potri.010G255300
AT4G17050	Potri.003G083600
AT5G42360	Potri.005G253500
AT3G09210	Potri.006G094800
AT4G19830	Potri.012G119800
AT5G17810	Potri.019G040800
AT5G57490	Potri.018G093900
AT4G13200	Potri.002G241000
AT4G38460	Potri.009G139600
AT3G19615	Potri.001G294800
AT2G21860	Potri.005G085800
AT1G28140	Potri.001G100300
AT2G45060	Potri.014G058700
AT5G63540	Potri.015G100200
AT4G12800	Potri.014G175600
AT1G09830	Potri.004G225500
AT1G51110	Potri.001G011700
AT1G02060	Potri.014G056400
AT4G26650	Potri.016G010200
AT1G73885	Potri.015G054100
AT4G28590	Potri.014G195600
AT4G23330	Potri.003G127900
AT5G16470	Potri.019G053500
AT4G12540	Potri.013G040800
AT4G27710	Potri.006G022200
AT1G09150	Potri.013G013700
AT5G03870	Potri.016G079400
AT5G40470	Potri.017G069800
AT3G05760	Potri.013G010300
AT5G16510	Potri.019G051700
AT3G58990	Potri.003G107800
AT1G03310	Potri.002G219900
AT2G05320	Potri.014G167200
AT1G36320	Potri.005G170400
AT1G77420	Potri.010G124000
AT5G11270	Potri.006G251700
AT3G48480	Potri.015G090800
AT5G28500	Potri.013G044900
AT1G47720	Potri.014G035600
AT5G16040	Potri.017G113200
AT5G49030	Potri.010G014500
AT5G37550	Potri.017G131300
AT1G27030	Potri.008G194800
AT2G47680	Potri.017G031800
AT1G12550	Potri.003G119000
AT5G28310	Potri.014G073600
AT2G45630	Potri.014G073500
AT3G63140	Potri.005G209500
AT3G20260	Potri.008G004400
AT1G76020	Potri.005G244400
AT3G25210	Potri.002G248100
AT1G53460	Potri.001G376900
AT4G02770	Potri.010G089400
AT1G54780	Potri.013G026400
AT1G67350	Potri.003G173000
AT5G46840	Potri.003G093900
AT4G02600	Potri.013G069900
AT4G24250	Potri.001G078800
AT2G20930	Potri.009G136800
AT5G40600	Potri.003G101100
AT1G51550	Potri.010G252200
AT2G29640	Potri.001G249400
AT2G17670	Potri.005G103300
AT3G51930	Potri.003G202700
AT2G05830	Potri.006G219900
AT1G78190	Potri.005G165000
AT2G38695	Potri.003G190101
AT2G41000	Potri.006G024700
AT2G31290	Potri.005G191100
AT4G21140	Potri.011G098000
AT2G29530	Potri.009G039600
AT5G11640	Potri.006G237600
AT3G44880	Potri.004G217200
AT4G01650	Potri.014G110600
AT5G01890	Potri.016G137000
AT4G12340	Potri.003G114200
AT3G25100	Potri.015G090600
AT1G76060	Potri.002G016600
AT4G12740	Potri.014G198000
AT1G27480	Potri.014G014400
AT5G42850	Potri.001G225500
AT5G06260	Potri.006G206200
AT4G20930	Potri.001G465600
AT4G39820	Potri.005G079300
AT5G60040	Potri.001G341900
AT4G35800	Potri.005G107600
AT5G48340	Potri.014G174300
AT4G02425	Potri.014G129500
AT1G63970	Potri.003G132400
AT1G63680	Potri.001G103300
AT3G02120	Potri.017G094200
AT5G63480	Potri.015G097800
AT4G39380	Potri.007G077700
AT1G76480	Potri.006G234800
AT5G52180	Potri.015G140900
AT2G01480	Potri.010G111500
AT3G59380	Potri.007G127500
AT3G23490	Potri.010G068200
AT3G46610	Potri.017G070800
AT2G40760	Potri.019G059400
AT3G07150	Potri.002G244400
AT4G27120	Potri.001G418900
AT5G46795	Potri.011G146000
AT2G45520	Potri.014G072400
AT2G41460	Potri.016G042000
AT2G21400	Potri.009G121600
AT2G47820	Potri.013G019300
AT4G04220	Potri.001G003200
AT1G62730	Potri.001G119700
AT3G16300	Potri.003G050400
AT3G16990	Potri.008G106600
AT3G20440	Potri.001G359200
AT1G08610	Potri.019G019200
AT4G33410	Potri.015G145600
AT3G17930	Potri.015G036500
AT5G44785	Potri.001G394200
AT3G30300	Potri.017G101600
AT2G44580	Potri.001G346900
AT2G37970	Potri.016G109400
AT3G23620	Potri.015G088700
AT3G03773	Potri.019G038550
AT2G15320	Potri.009G097100
AT2G46580	Potri.014G100700
AT1G67720	Potri.010G052800
AT1G11090	Potri.011G046500
AT3G20395	Potri.001G435800
AT1G06240	Potri.019G090600
AT4G20030	Potri.003G074900
AT5G17460	Potri.004G091600
AT5G08535	Potri.008G003100
AT1G26940	Potri.010G012900
AT3G63095	Potri.014G139200
AT1G70650	Potri.010G107400
AT5G06660	Potri.016G060300
AT3G17790	Potri.015G031400
AT1G78895	Potri.008G004200
AT1G52155	Potri.001G187300
AT5G20910	Potri.006G217600
AT5G66860	Potri.007G039700
AT5G18660	Potri.008G204900
AT1G17665	Potri.003G038600
AT5G65220	Potri.007G093700
AT5G63780	Potri.007G098900
AT2G04039	Potri.014G172800
AT1G52310	Potri.001G160300
AT2G05755	Potri.014G157700
AT5G25640	Potri.018G037300
AT2G41950	Potri.006G194600
AT5G42890	Potri.014G029300
AT5G23040	Potri.012G057700
AT4G37090	Potri.007G034600
AT1G33810	Potri.019G076400
AT4G32605	Potri.010G244500
AT3G02450	Potri.004G106500
AT3G17470	Potri.010G002400
AT5G43750	Potri.010G078800
AT2G47910	Potri.006G060100
AT5G20790	Potri.006G137700
AT2G26940	Potri.001G224600
AT3G56510	Potri.001G341300
AT1G71520	Potri.019G073300
AT1G63220	Potri.002G155600
AT3G55470	Potri.010G203100
AT1G76920	Potri.005G190400
AT5G64040	Potri.007G105900
AT1G44960	Potri.003G159901
AT1G47750	Potri.014G042000
AT4G09180	Potri.019G079900
AT5G51510	Potri.012G127100
AT5G16740	Potri.014G146700
AT1G72320	Potri.003G073000
AT3G59980	Potri.017G000200
AT2G45400	Potri.006G087200
AT4G15140	Potri.006G008000
AT5G42765	Potri.014G196800
AT1G76450	Potri.005G256600
AT4G04614	Potri.005G213000
AT1G71750	Potri.005G198400
AT4G21620	Potri.011G045000
AT4G24090	Potri.001G084500
AT3G22150	Potri.006G007800
AT4G17760	Potri.001G139100
AT1G48090	Potri.008G100600
AT3G61800	Potri.014G099300
AT1G49170	Potri.005G056500
AT5G22470	Potri.004G184100
AT5G48840	Potri.002G240800
AT3G20510	Potri.011G138100
AT2G35900	Potri.016G066800
AT1G51405	Potri.009G052400
AT3G63090	Potri.002G220000
AT1G69840	Potri.017G078000
AT3G01290	Potri.017G078100
AT3G01435	Potri.004G001600
AT1G31330	Potri.003G148900
AT5G38730	Potri.017G108600
AT5G40080	Potri.006G070700
ATMG00520	Potri.007G062302
AT5G13830	Potri.010G202200
AT4G16566	Potri.003G076400
AT5G41010	Potri.011G144800
AT2G24970	Potri.018G016300
AT3G58520	Potri.006G195900
AT2G41600	Potri.006G046350
AT5G07020	Potri.003G192800
AT5G17170	Potri.019G042600
AT2G25280	Potri.018G023700
AT5G10810	Potri.018G017300
AT5G51880	Potri.015G135300
AT4G20350	Potri.013G161600
AT3G03100	Potri.019G051400
AT1G26760	Potri.008G089500
AT2G29180	Potri.009G034951
AT4G02485	Potri.014G131200
AT5G48730	Potri.002G243600
AT4G23550	Potri.003G132700
AT5G52830	Potri.017G149000
AT1G26660	Potri.010G163600
AT3G08780	Potri.016G126200
AT1G15440	Potri.003G060500
AT5G06410	Potri.006G200900
AT1G36310	Potri.002G091300
AT5G16890	Potri.019G049800
AT2G25920	Potri.014G122900
AT2G24220	Potri.006G184900
AT3G25590	Potri.T062072
AT5G23480	Potri.004G133600
AT5G63700	Potri.011G078050
AT5G27460	Potri.005G160100
AT5G05510	Potri.010G185500
AT1G16900	Potri.011G110800
AT3G17611	Potri.010G004600
AT5G48890	Potri.014G178200
AT1G59840	Potri.008G191900
AT1G32630	Potri.001G142300
AT4G08790	Potri.010G214600
AT4G32810	Potri.018G044100
AT4G22730	Potri.003G115100
AT2G45340	Potri.014G068700
AT5G51560	Potri.015G130100
AT3G17670	Potri.015G029700
AT2G30270	Potri.019G126300
AT4G04870	Potri.004G018300
AT1G63160	Potri.003G123200
AT3G19550	Potri.009G091100
AT4G02820	Potri.005G208900
AT5G03370	Potri.016G093000
AT5G58260	Potri.013G160600
AT1G42990	Potri.005G257900
AT1G56280	Potri.013G011200
AT4G02200	Potri.014G125500
AT1G48130	Potri.008G099900
AT4G19400	Potri.003G106700
AT5G13510	Potri.010G215900
AT5G60810	Potri.008G112400
AT2G45280	Potri.014G068100
AT5G49480	Potri.010G146900
AT2G23890	Potri.018G100600
AT4G10630	Potri.001G448300
AT3G60400	Potri.014G044900
AT3G15650	Potri.003G060300
AT4G33460	Potri.005G062800
AT4G13450	Potri.010G064800
AT1G43580	Potri.005G193300
AT3G19900	Potri.010G169700
AT2G01720	Potri.010G223500
