Gene,Arabidopsis,best_arabi_defline
Potri.011G096201,,
Potri.011G096300,AT3G15020,Lactate/malate dehydrogenase family protein
Potri.011G096400,,
Potri.011G096500,AT3G15050,IQ-domain 10
Potri.011G096500,AT3G15050,IQ-domain 10
Potri.011G096600,AT1G53230,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 3"
Potri.011G096702,,
Potri.011G096800,AT1G73165,CLAVATA3/ESR-RELATED 1
Potri.011G096900,AT2G31085,CLAVATA3/ESR-RELATED 6
Potri.011G097000,AT1G73160,UDP-Glycosyltransferase superfamily protein
Potri.011G097050,,
Potri.011G097050,,
Potri.011G097050,,
Potri.011G097050,,
Potri.011G097050,,
Potri.011G097100,AT1G53190,RING/U-box superfamily protein
Potri.011G097100,AT1G53190,RING/U-box superfamily protein
Potri.011G097100,AT1G53190,RING/U-box superfamily protein
Potri.011G097300,AT5G46030,(1 of 1) KOG3214 - Uncharacterized Zn ribbon-containing protein
Potri.011G097500,AT3G18380,sequence-specific DNA binding transcription factors;sequence-specific DNA binding
Potri.011G097700,AT3G15095,(1 of 1) PTHR33448:SF1 - CHLOROPLAST PROTEIN HCF243
Potri.011G097733,,
Potri.011G097766,,
Potri.011G097800,AT3G15110,(1 of 1) PF11282 - Protein of unknown function (DUF3082) (DUF3082)
Potri.011G097900,AT5G54060,UDP-glucose:flavonoid 3-o-glucosyltransferase
Potri.011G098000,AT4G05400,copper ion binding
Potri.011G098100,AT1G30480,D111/G-patch domain-containing protein
Potri.011G098200,AT3G29130,(1 of 1) PTHR13511:SF0 - KXDL MOTIF-CONTAINING PROTEIN 1
Potri.011G098300,AT1G30490,Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein
Potri.011G098400,AT2G34720,"nuclear factor Y, subunit A4"
Potri.011G098500,AT4G21160,Calcium-dependent ARF-type GTPase activating protein family
Potri.011G098600,AT3G12290,Amino acid dehydrogenase family protein
Potri.011G098700,AT3G60790,F-box family protein
Potri.011G098800,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G098800,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G099000,AT1G78520,Carbohydrate-binding X8 domain superfamily protein
Potri.011G099200,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G099400,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G099500,,
Potri.011G099600,,
Potri.011G099701,,
Potri.011G099800,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G101200,,
Potri.011G101250,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G101301,,
Potri.011G101351,,
Potri.011G101401,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G101451,AT1G78520,Carbohydrate-binding X8 domain superfamily protein
Potri.011G101500,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G101500,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G101700,AT3G14630,"cytochrome P450, family 72, subfamily A, polypeptide 9"
Potri.011G101750,,
Potri.011G101800,AT1G53520,Chalcone-flavanone isomerase family protein
Potri.011G101900,AT1G21245,Protein kinase superfamily protein
Potri.011G102100,AT1G17040,SH2 domain protein A
Potri.011G102200,,
Potri.011G102400,,
Potri.011G102400,,
Potri.011G102450,,
Potri.011G102450,,
Potri.011G102500,AT1G53510,mitogen-activated protein kinase 18
Potri.011G102500,AT1G53510,mitogen-activated protein kinase 18
Potri.011G102500,AT1G53510,mitogen-activated protein kinase 18
Potri.011G102700,AT5G20480,EF-TU receptor
Potri.011G102800,AT5G20480,EF-TU receptor
Potri.011G102900,AT5G20480,EF-TU receptor
Potri.011G103000,AT5G20480,EF-TU receptor
Potri.011G103000,AT5G20480,EF-TU receptor
Potri.011G103100,AT3G14740,RING/FYVE/PHD zinc finger superfamily protein
Potri.011G103200,AT1G78560,Sodium Bile acid symporter family
Potri.011G103301,,
Potri.011G103401,,
Potri.011G103500,AT3G14760,"(1 of 1) PTHR33237:SF9 - GENOMIC DNA, CHROMOSOME 3, BAC CLONE: T21E2"
Potri.011G103600,AT3G14770,Nodulin MtN3 family protein
Potri.011G103700,AT1G78570,rhamnose biosynthesis 1
Potri.011G103700,AT1G78570,rhamnose biosynthesis 1
Potri.011G103900,AT1G78580,trehalose-6-phosphate synthase
Potri.011G103966,,
Potri.011G104000,,
Potri.011G104000,,
Potri.011G104000,,
Potri.011G104100,AT3G54910,RNI-like superfamily protein
Potri.011G104100,AT3G54910,RNI-like superfamily protein
Potri.011G104100,AT3G54910,RNI-like superfamily protein
Potri.011G104200,AT3G54910,RNI-like superfamily protein
Potri.011G104300,AT3G54910,RNI-like superfamily protein
Potri.011G104400,AT1G78590,NAD(H) kinase 3
Potri.011G104400,AT1G78590,NAD(H) kinase 3
Potri.011G104500,AT1G53490,RING/U-box superfamily protein
Potri.011G104500,AT1G53490,RING/U-box superfamily protein
Potri.011G104600,,
Potri.011G104700,,
Potri.011G104900,,
Potri.011G104900,,
Potri.011G105150,,
Potri.011G105400,AT1G78600,light-regulated zinc finger protein 1
Potri.011G105400,AT1G78600,light-regulated zinc finger protein 1
Potri.011G105500,AT1G78610,mechanosensitive channel of small conductance-like 6
Potri.011G105700,AT1G78620,"Protein of unknown function DUF92, transmembrane"
Potri.011G106100,AT1G78630,Ribosomal protein L13 family protein
Potri.011G106200,,
Potri.011G106200,,
Potri.011G106300,AT3G14850,TRICHOME BIREFRINGENCE-LIKE 41
Potri.011G106400,AT1G53430,Leucine-rich repeat transmembrane protein kinase
Potri.011G106600,AT1G53450,
Potri.011G106600,AT1G53450,
Potri.011G106700,,
Potri.011G106700,,
Potri.011G106800,AT1G78700,BES1/BZR1 homolog 4
Potri.011G106900,,
Potri.011G106900,,
Potri.011G107301,,
Potri.011G107400,AT1G16970,KU70 homolog
Potri.011G107400,AT1G16970,KU70 homolog
Potri.011G107500,,
Potri.011G107600,AT1G78660,gamma-glutamyl hydrolase 1
Potri.011G107700,AT1G53400,Ubiquitin domain-containing protein
Potri.011G107700,AT1G53400,Ubiquitin domain-containing protein
Potri.011G107700,AT1G53400,Ubiquitin domain-containing protein
Potri.011G107700,AT1G53400,Ubiquitin domain-containing protein
Potri.011G107800,AT3G14860,NHL domain-containing protein
Potri.011G107800,AT3G14860,NHL domain-containing protein
Potri.011G107900,AT2G34250,SecY protein transport family protein
Potri.011G107900,AT2G34250,SecY protein transport family protein
Potri.011G107900,AT2G34250,SecY protein transport family protein
Potri.011G108000,AT1G53380,Plant protein of unknown function (DUF641)
Potri.011G108100,,
Potri.011G108101,,
Potri.011G108200,,
Potri.011G108300,,
Potri.011G108500,AT1G53330,Pentatricopeptide repeat (PPR) superfamily protein
Potri.011G108700,,
Potri.011G108700,,
Potri.011G108700,,
Potri.011G108800,AT1G78770,anaphase promoting complex 6
Potri.011G108900,AT1G78780,pathogenesis-related family protein
Potri.011G109000,AT1G78800,UDP-Glycosyltransferase superfamily protein
Potri.011G109100,AT1G16916,
Potri.011G109300,AT1G53320,tubby like protein 7
Potri.011G109500,AT2G42680,multiprotein bridging factor 1A
Potri.011G109600,AT1G78810,
Potri.011G109600,AT1G78810,
Potri.011G109600,AT1G78810,
Potri.011G109600,AT1G78810,
Potri.011G109600,AT1G78810,
Potri.011G109700,AT3G14920,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein
Potri.011G109800,,
Potri.011G109800,,
Potri.011G109900,AT1G78815,Protein of unknown function (DUF640)
Potri.011G109900,AT1G78815,Protein of unknown function (DUF640)
Potri.011G109900,AT1G78815,Protein of unknown function (DUF640)
Potri.011G110000,AT1G78860,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
Potri.011G110100,,
Potri.011G110200,AT1G78860,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
Potri.011G110300,AT1G78860,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
Potri.011G110400,,
Potri.011G110500,AT1G78860,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
Potri.011G110700,AT1G53310,phosphoenolpyruvate carboxylase 1
Potri.011G110700,AT1G53310,phosphoenolpyruvate carboxylase 1
Potri.011G110700,AT1G53310,phosphoenolpyruvate carboxylase 1
Potri.011G110700,AT1G53310,phosphoenolpyruvate carboxylase 1
Potri.011G110800,AT1G16900,Alg9-like mannosyltransferase family
Potri.011G110800,AT1G16900,Alg9-like mannosyltransferase family
Potri.011G110900,AT2G42590,general regulatory factor 9
Potri.011G111101,,
Potri.011G111200,,
Potri.011G111300,AT4G18596,Pollen Ole e 1 allergen and extensin family protein
Potri.011G111400,AT1G78870,ubiquitin-conjugating enzyme 35
Potri.011G111500,AT1G53300,tetratricopetide-repeat thioredoxin-like 1
Potri.011G111700,AT3G14960,Galactosyltransferase family protein
Potri.011G111900,AT3G14990,Class I glutamine amidotransferase-like superfamily protein
Potri.011G112000,,
Potri.011G112000,,
Potri.011G112000,,
Potri.011G112100,AT1G53270,ABC-2 type transporter family protein
Potri.011G112200,AT3G15000,cobalt ion binding
Potri.011G112300,AT1G53250,(1 of 2) PF07460 - NUMOD3 motif (2 copies) (NUMOD3)
Potri.011G112300,AT1G53250,(1 of 2) PF07460 - NUMOD3 motif (2 copies) (NUMOD3)
Potri.011G112300,AT1G53250,(1 of 2) PF07460 - NUMOD3 motif (2 copies) (NUMOD3)
Potri.011G112300,AT1G53250,(1 of 2) PF07460 - NUMOD3 motif (2 copies) (NUMOD3)
Potri.011G112350,,
Potri.011G112400,AT3G14440,nine-cis-epoxycarotenoid dioxygenase 3
Potri.011G112500,AT1G31660,(1 of 1) PTHR12821 - BYSTIN
Potri.011G112700,AT3G14415,Aldolase-type TIM barrel family protein
Potri.011G112700,AT3G14415,Aldolase-type TIM barrel family protein
Potri.011G112700,AT3G14415,Aldolase-type TIM barrel family protein
Potri.011G112700,AT3G14415,Aldolase-type TIM barrel family protein
Potri.011G112800,AT3G14400,ubiquitin-specific protease 25
Potri.011G112800,AT3G14400,ubiquitin-specific protease 25
Potri.011G112900,,
Potri.011G113000,,
Potri.011G113100,,
Potri.011G113125,,
Potri.011G113300,,
Potri.011G113350,,
Potri.011G113400,,
Potri.011G113400,,
Potri.011G113575,ATCG00680,photosystem II reaction center protein B
Potri.011G113700,ATCG00700,photosystem II reaction center protein N
Potri.011G113742,ATCG00710,photosystem II reaction center protein H
Potri.011G113784,ATCG00720,photosynthetic electron transfer B
Potri.011G113800,ATCG00690,photosystem II reaction center protein T
Potri.011G114000,,
Potri.011G114000,,
Potri.011G114100,AT1G17160,pfkB-like carbohydrate kinase family protein
Potri.011G114200,,
Potri.011G114300,AT1G53670,methionine sulfoxide reductase B 1
Potri.011G114300,AT1G53670,methionine sulfoxide reductase B 1
Potri.011G114500,AT5G53980,homeobox protein 52
Potri.011G114600,AT2G20562,
Potri.011G114700,,
Potri.011G114800,AT2G33845,"Nucleic acid-binding, OB-fold-like protein"
Potri.011G114900,,
Potri.011G115000,,
Potri.011G115400,AT5G53950,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
Potri.011G115500,AT3G15200,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.011G115600,AT1G53170,ethylene response factor 8
Potri.011G115700,AT5G53940,Yippee family putative zinc-binding protein
Potri.011G115900,AT5G53930,
Potri.011G115900,AT5G53930,
Potri.011G115900,AT5G53930,
Potri.011G116000,AT3G12420,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Potri.011G116100,AT5G53920,ribosomal protein L11 methyltransferase-related
Potri.011G116100,AT5G53920,ribosomal protein L11 methyltransferase-related
Potri.011G116200,AT4G27540,prenylated RAB acceptor 1.H
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116300,AT1G53165,Protein kinase superfamily protein
Potri.011G116400,AT5G53900,Serine/threonine-protein kinase WNK (With No Lysine)-related
Potri.011G116400,AT5G53900,Serine/threonine-protein kinase WNK (With No Lysine)-related
Potri.011G116501,,
Potri.011G116501,,
Potri.011G116600,AT3G15250,
Potri.011G116700,AT3G15260,Protein phosphatase 2C family protein
Potri.011G116700,AT3G15260,Protein phosphatase 2C family protein
Potri.011G116700,AT3G15260,Protein phosphatase 2C family protein
Potri.011G116800,AT1G53160,squamosa promoter binding protein-like 4
Potri.011G116900,AT5G53890,phytosylfokine-alpha receptor 2
Potri.011G117001,,
Potri.011G117100,AT3G23550,MATE efflux family protein
Potri.011G117200,,
Potri.011G117200,,
Potri.011G117200,,
Potri.011G117200,,
Potri.011G117200,,
Potri.011G117200,,
Potri.011G117300,AT3G23550,MATE efflux family protein
Potri.011G117300,AT3G23550,MATE efflux family protein
Potri.011G117400,AT3G23550,MATE efflux family protein
Potri.011G117400,AT3G23550,MATE efflux family protein
Potri.011G117500,AT1G64980,Nucleotide-diphospho-sugar transferases superfamily protein
Potri.011G117600,,
Potri.011G117600,,
Potri.011G117700,,
Potri.011G117800,AT5G53870,early nodulin-like protein 1
Potri.011G118000,AT5G53860,embryo defective 2737
Potri.011G118066,,
Potri.011G118132,,
Potri.011G118132,,
Potri.011G118132,,
Potri.011G118166,,
Potri.011G118200,,
Potri.011G118200,,
Potri.011G118500,AT1G53140,Dynamin related protein 5A
Potri.011G118600,AT1G53130,Stigma-specific Stig1 family protein
Potri.011G118800,AT1G53025,Ubiquitin-conjugating enzyme family protein
Potri.011G118800,AT1G53025,Ubiquitin-conjugating enzyme family protein
Potri.011G118800,AT1G53025,Ubiquitin-conjugating enzyme family protein
Potri.011G118900,AT3G15353,metallothionein 3
Potri.011G119000,AT1G53030,Cytochrome C oxidase copper chaperone (COX17)
Potri.011G119200,AT3G15358,"(1 of 2) PTHR34274:SF3 - GENOMIC DNA, CHROMOSOME 3, TAC CLONE: K7L4"
Potri.011G119300,AT1G53040,Protein of unknown function (DUF616)
Potri.011G119400,AT1G53050,Protein kinase superfamily protein
Potri.011G119500,AT1G53090,SPA1-related 4
Potri.011G119500,AT1G53090,SPA1-related 4
Potri.011G119500,AT1G53090,SPA1-related 4
Potri.011G119500,AT1G53090,SPA1-related 4
Potri.011G119500,AT1G53090,SPA1-related 4
Potri.011G119500,AT1G53090,SPA1-related 4
Potri.011G119600,AT3G15350,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Potri.011G119600,AT3G15350,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Potri.011G119600,AT3G15350,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Potri.011G119600,AT3G15350,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Potri.011G119700,AT4G27500,proton pump interactor 1
Potri.011G119700,AT4G27500,proton pump interactor 1
Potri.011G119700,AT4G27500,proton pump interactor 1
Potri.011G119800,AT1G53120,RNA-binding S4 domain-containing protein
Potri.011G119800,AT1G53120,RNA-binding S4 domain-containing protein
Potri.011G119900,,
Potri.011G120000,AT2G02040,peptide transporter 2
Potri.011G120000,AT2G02040,peptide transporter 2
Potri.011G120100,AT1G53000,Nucleotide-diphospho-sugar transferases superfamily protein
Potri.011G120200,AT5G60020,laccase 17
Potri.011G120300,AT5G60020,laccase 17
Potri.011G120400,,
Potri.011G120700,AT3G15360,thioredoxin M-type 4
Potri.011G120800,AT4G27470,RING membrane-anchor 3
Potri.011G120800,AT4G27470,RING membrane-anchor 3
Potri.011G120900,,
Potri.011G121000,AT5G53800,
Potri.011G121100,AT3G15380,Plasma-membrane choline transporter family protein
Potri.011G121200,,
Potri.011G121400,AT5G44970,Protein with RNI-like/FBD-like domains
Potri.011G121400,AT5G44970,Protein with RNI-like/FBD-like domains
Potri.011G121500,AT5G44970,Protein with RNI-like/FBD-like domains
Potri.011G121600,AT1G26700,Seven transmembrane MLO family protein
Potri.011G121600,AT1G26700,Seven transmembrane MLO family protein
Potri.011G121700,AT3G15410,Leucine-rich repeat (LRR) family protein
Potri.011G121800,AT1G80745,"Transcription factor TFIIIC, tau55-related protein"
Potri.011G121900,AT3G15430,Regulator of chromosome condensation (RCC1) family protein
Potri.011G121900,AT3G15430,Regulator of chromosome condensation (RCC1) family protein
Potri.011G122000,AT5G53750,CBS domain-containing protein
Potri.011G122100,AT4G27450,Aluminium induced protein with YGL and LRDR motifs
Potri.011G122200,AT3G15460,Ribosomal RNA processing Brix domain protein
Potri.011G122300,,
Potri.011G122400,AT4G27440,protochlorophyllide oxidoreductase B
Potri.011G122400,AT4G27440,protochlorophyllide oxidoreductase B
Potri.011G122500,AT3G15470,Transducin/WD40 repeat-like superfamily protein
Potri.011G122700,AT1G52910,Protein of unknown function (DUF1218)
Potri.011G122800,,
Potri.011G122900,AT4G27430,COP1-interacting protein 7
Potri.011G122900,AT4G27430,COP1-interacting protein 7
Potri.011G122900,AT4G27430,COP1-interacting protein 7
Potri.011G123000,,
Potri.011G123100,AT1G52900,Toll-Interleukin-Resistance (TIR) domain family protein
Potri.011G123200,AT4G27420,ABC-2 type transporter family protein
Potri.011G123300,AT4G27410,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
Potri.011G123500,AT3G15510,NAC domain containing protein  2
Potri.011G123600,AT3G15518,
Potri.011G123700,AT1G52870,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
Potri.011G123900,AT5G54440,CLUB
Potri.011G123900,AT5G54440,CLUB
Potri.011G123900,AT5G54440,CLUB
Potri.011G123900,AT5G54440,CLUB
